,ann=0_ztfid,ann=1_ztfid,ann=2_ztfid,ann=3_ztfid,ann=4_ztfid,ann=5_ztfid,ann=6_ztfid,ann=7_ztfid,ann=8_ztfid,ann=9_ztfid,ann=10_ztfid,ann=0_d,ann=1_d,ann=2_d,ann=3_d,ann=4_d,ann=5_d,ann=6_d,ann=7_d,ann=8_d,ann=9_d,ann=10_d,ann=0_has_tns,ann=1_has_tns,ann=2_has_tns,ann=3_has_tns,ann=4_has_tns,ann=5_has_tns,ann=6_has_tns,ann=7_has_tns,ann=8_has_tns,ann=9_has_tns,ann=10_has_tns,ann=0_tns_cls,ann=1_tns_cls,ann=2_tns_cls,ann=3_tns_cls,ann=4_tns_cls,ann=5_tns_cls,ann=6_tns_cls,ann=7_tns_cls,ann=8_tns_cls,ann=9_tns_cls,ann=10_tns_cls,ann=0_spec_z,ann=1_spec_z,ann=2_spec_z,ann=3_spec_z,ann=4_spec_z,ann=5_spec_z,ann=6_spec_z,ann=7_spec_z,ann=8_spec_z,ann=9_spec_z,ann=10_spec_z
ZTF21abfxhxm,ZTF21abfxhxm,ZTFabc16069,ZTFabc68243,ZTFabc85444,ZTFabc95428,ZTFabc19777,ZTFabc71207,ZTFabc84628,ZTFabc67397,ZTFabc15554,ZTFabc77804,0,264.9769,277.6504,281.5383,296.449,301.0393,301.5388,307.0836,307.866,310.0688,314.1598,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,SN Ia,SN Ia,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acplhzx,ZTF20acplhzx,ZTFabc15879,ZTFabc88904,ZTFabc58669,ZTFabc21880,ZTF21abicaaz,ZTFabc06923,ZTF21aavelzp,ZTFabc17346,ZTFabc49104,ZTFabc44776,0,258.0876,260.1255,269.1586,269.5681,272.5205,277.2918,285.1331,290.2969,295.1372,322.8931,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,None,SN II,SN II,SN Ia,SN II,None,SN II,None,SN II,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aasgrpw,ZTF21aasgrpw,ZTF20aclghvm,ZTFabc80235,ZTFabc09099,ZTF21aarozav,ZTF20aclkuqh,ZTFabc57777,ZTFabc24044,ZTFabc36664,ZTF21aaqyenr,ZTF21abxnulm,0,337.1448,340.2116,356.7961,371.2864,379.9705,380.7504,380.8846,382.3517,389.6778,404.5888,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Yes_TNS,SN Ia,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,0.095,-99.0,-99.0,-99.0,-99.0,0.03,-99.0,-99.0,-99.0,-99.0,0.075
ZTF21abeedmc,ZTF21abeedmc,ZTF21aagtooe,ZTF21abizknl,ZTF21aazqpgb,ZTF20acqvifs,ZTF21abfokxd,ZTF21aawtazf,ZTFabc60187,ZTFabc52098,ZTF21aadugqf,ZTFabc85741,0,310.7064,402.188,420.4501,432.9885,434.1289,446.705,453.824,478.4224,487.5,493.0414,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,None,None,None,None,None,None,SN Ia,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.061948,-99.0,-99.0,-99.0,-99.0
ZTF18abdnafw,ZTF18abdnafw,ZTFabc45347,ZTFabc55570,ZTFabc25235,ZTFabc98614,ZTFabc48504,ZTFabc04969,ZTFabc22315,ZTFabc26764,ZTFabc98311,ZTFabc93649,0,215.2664,222.3994,226.104,226.6759,226.6819,226.7584,227.8083,227.8678,228.0088,228.1697,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,TDE,SN Ia-91T-like,TDE,TDE,TDE,TDE,SN Ic-BL,SN Ic-BL,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aartehc,ZTF21aartehc,ZTF20acvbmdy,ZTF21aapnupd,ZTF21aahhmev,ZTF21aadrmpu,ZTF19abdrxjq,ZTF18abrwqti,ZTFabc57359,ZTF20acwncbd,ZTF21aavpgvx,ZTFabc77059,0,277.2297,429.1497,432.3768,456.7259,458.4175,461.424,467.2342,476.1443,477.1911,489.2794,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,Fake,Yes_TNS,Yes_TNS,Fake,None,None,None,None,None,None,None,SN Ia,SN Ia,None,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.08,-99.0,-99.0
ZTF21aayzjne,ZTF21aayzjne,ZTF21aapllew,ZTF21aayrkfv,ZTFabc00045,ZTFabc98468,ZTFabc41300,ZTFabc05770,ZTFabc53230,ZTFabc63346,ZTFabc89575,ZTFabc98517,0,344.7735,461.1195,482.0364,482.1002,482.6945,484.5765,484.7428,487.1936,487.2286,487.3619,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,SN IIP,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abmzrtp,ZTF21abmzrtp,ZTFabc91056,ZTFabc66218,ZTFabc23649,ZTFabc46988,ZTFabc70710,ZTFabc92476,ZTFabc95232,ZTFabc99683,ZTFabc61822,ZTFabc05863,0,235.4736,236.3124,242.0242,245.7979,247.6272,248.0875,248.8713,250.5152,250.6017,255.1319,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaqvsvc,ZTF21aaqvsvc,ZTF18acbwgeg,ZTFabc55728,ZTFabc67894,ZTF20acgqovm,ZTFabc05237,ZTFabc40160,ZTFabc58739,ZTFabc44161,ZTFabc72262,ZTFabc20613,0,245.5769,250.8849,263.4154,270.3648,276.1335,276.9602,279.2798,282.0123,285.2753,287.7788,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN II,SN II,None,TDE,TDE,TDE,TDE,TDE,TDE,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aackavs,ZTF21aackavs,ZTF21abasjcd,ZTF18aalpkwb,ZTF18acbwgcu,ZTF21aargapc,ZTF20acpzjsk,ZTF21aagteny,ZTF18acnbgrj,ZTF18aawonvg,ZTFabc19805,ZTFabc32530,0,300.2393,335.9975,343.8122,399.8991,433.2768,434.7398,442.0583,445.9011,448.631,449.9363,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,No_TNS,Fake,Fake,None,None,None,None,None,None,SN Ia,None,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.085,-99.0,-99.0,-99.0,-99.0
ZTF20acrbpqd,ZTF20acrbpqd,ZTF18adbibui,ZTF21aaiblte,ZTF18abycfpf,ZTF20acoxefz,ZTF18acrhefh,ZTF21aaaotku,ZTFabc09099,ZTFabc57777,ZTFabc97106,ZTFabc80235,0,431.4855,557.9667,613.2491,624.6191,638.0723,646.8234,651.2274,656.1947,660.8177,661.4194,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,None,None,None,None,None,SN Ia,SN Ia,SN Ia,SN IIn,SN Ia,0.06785,-99.0,-99.0,-99.0,-99.0,-99.0,0.087927,-99.0,-99.0,-99.0,-99.0
ZTF21abxneye,ZTF21abxneye,ZTF20acxbbru,ZTF21aahwcch,ZTF21aatkmld,ZTF21abietqu,ZTF21abizxrv,ZTF20acpzfzk,ZTF21abowuoq,ZTF20acuomki,ZTF18abrlurr,ZTF19abttqec,0,270.4967,296.1479,328.927,342.6309,354.1901,357.6062,401.1508,412.0551,422.6375,424.4681,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,No_TNS,No_TNS,None,None,None,None,None,None,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagqpwj,ZTF21aagqpwj,ZTF21aapkeql,ZTFabc46051,ZTFabc87278,ZTFabc94278,ZTFabc02561,ZTF21aaahnmn,ZTF20acmydwh,ZTFabc63567,ZTFabc21309,ZTFabc22410,0,197.4602,200.6927,201.9332,211.2129,213.3728,238.1031,242.7885,247.0791,252.0307,252.1621,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,None,None,SN Ia,SN Ia,SN Ia,SN Ia,None,None,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19aaaalkb,ZTF19aaaalkb,ZTF21aaprcuv,ZTF21abouzom,ZTF20aclkhnm,ZTF18aabdnbr,ZTFabc30970,ZTF21aacsnql,ZTF18acbzpgy,ZTF18acwwods,ZTF21aakffwa,ZTF21aarhcjk,0,410.1692,437.4549,484.196,524.6567,541.873,552.9448,560.8439,576.2037,600.1489,610.5295,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,None,None,None,None,None,SN Ia,None,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acpcuwx,ZTF20acpcuwx,ZTFabc68817,ZTFabc78868,ZTFabc16999,ZTF21aayooxv,ZTFabc55205,ZTF21aajuerd,ZTFabc61307,ZTFabc65671,ZTFabc65538,ZTFabc40261,0,124.3776,167.98,183.6359,190.2047,203.1936,206.0239,212.6393,214.648,218.8095,228.1601,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,0.05,-99.0,-99.0,-99.0,-99.0,-99.0,0.069197,-99.0,-99.0,-99.0,-99.0
ZTF21aatdzif,ZTF21aatdzif,ZTFabc35122,ZTFabc22201,ZTFabc45960,ZTFabc29468,ZTF18abtqceg,ZTF18acbvzsi,ZTFabc22842,ZTFabc24555,ZTF20acpzdzq,ZTFabc54827,0,325.1617,329.2964,333.4872,336.0288,336.1378,340.9887,341.5605,350.1616,350.5132,353.1496,Yes_TNS,Fake,Fake,Fake,Fake,No_TNS,No_TNS,Fake,Fake,Yes_TNS,Fake,None,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,SN Ia-91T-like,None,None,SN Ia-91T-like,SN Ia-91T-like,None,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aazydub,ZTF18aazydub,ZTF19adcfhgk,ZTF20acpptjl,ZTF21abkyjcp,ZTFabc68339,ZTFabc73772,ZTFabc89909,ZTFabc08748,ZTFabc29941,ZTFabc98326,ZTFabc19012,0,244.0597,296.95,308.7465,324.9523,326.9493,329.88,333.0029,333.0257,336.7803,337.0619,No_TNS,No_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21abvatnb,ZTF21abvatnb,ZTF21aaqmgnp,ZTFabc06001,ZTFabc54571,ZTFabc52420,ZTFabc57285,ZTFabc65793,ZTF21aazkfmr,ZTF18abwfhqb,ZTF21aadrmok,ZTFabc23298,0,315.5797,329.6027,330.7011,330.7741,333.171,334.471,335.9226,337.4015,342.2487,344.9954,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,No_TNS,Yes_TNS,Fake,None,None,SN IIn,SN IIn,SN IIn,SN IIn,SN IIn,None,None,None,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF19abkdcxv,ZTF19abkdcxv,ZTF21aazqmfh,ZTF20acteioa,ZTF19ackxpgy,ZTF21aapjzfm,ZTFabc29631,ZTFabc47188,ZTFabc87499,ZTFabc09415,ZTFabc86593,ZTF21abdfrxg,0,305.774,372.6343,379.363,391.7072,392.7067,393.3245,408.2128,414.3307,421.1082,427.9731,No_TNS,Yes_TNS,No_TNS,No_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Yes_TNS,None,None,None,None,None,SN Ia,SN II,SN II,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aawpuhh,ZTF18aawpuhh,ZTFabc42775,ZTFabc42981,ZTF20acyvzef,ZTF20acpcwwg,ZTFabc66249,ZTFabc13266,ZTF20ackrvsn,ZTF21aahpakt,ZTF18aajjhkq,ZTFabc00289,0,301.2237,313.623,319.1715,322.486,348.2228,351.5645,365.7792,374.8931,379.6537,380.0293,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Yes_TNS,Yes_TNS,Fake,None,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ia,None,None,SN Ia,SN Ia,-99.0,-99.0,-99.0,0.03862,-99.0,-99.0,-99.0,-99.0,-99.0,0.07,-99.0
ZTF20acitpfz,ZTF20acitpfz,ZTF20actvfgr,ZTFabc87184,ZTFabc78858,ZTFabc67742,ZTFabc43014,ZTFabc31291,ZTFabc89382,ZTFabc46999,ZTFabc54381,ZTFabc85594,0,361.2187,368.6874,376.5382,410.0538,415.6932,419.2964,421.4814,429.6283,434.5493,438.2246,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,TDE,SN Ia,SN Ia,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.02738,0.088376,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaqujke,ZTF21aaqujke,ZTF20acoyrlm,ZTF20aajbluq,ZTF21aamttit,ZTFabc87463,ZTF18aczevei,ZTFabc55248,ZTFabc33880,ZTF21aapejbx,ZTF21aaxszmx,ZTFabc48865,0,312.173,366.8173,411.6823,426.1197,434.5805,450.6736,450.9349,452.0396,452.679,468.2923,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Yes_TNS,No_TNS,Fake,SN Ia,None,None,SN Ia,SN Ia,None,SN Ia,SN Ia,SN Ia,None,SN Ia,0.0657,-99.0,-99.0,0.040571,-99.0,-99.0,-99.0,-99.0,0.07,-99.0,-99.0
ZTF20acqqiao,ZTF20acqqiao,ZTF21abyfywy,ZTF21abxdibe,ZTFabc68863,ZTFabc22827,ZTFabc68433,ZTFabc17992,ZTFabc35664,ZTFabc64104,ZTFabc13267,ZTFabc31070,0,268.3942,279.5595,295.1463,312.7764,315.9453,317.6838,324.8959,346.3145,348.3351,350.3895,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,-99.0,-99.0,0.094,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF18aatgdph,ZTF18aatgdph,ZTFabc80626,ZTFabc20862,ZTFabc41629,ZTF21abeclof,ZTFabc07758,ZTFabc61742,ZTFabc55575,ZTF21aasfseg,ZTFabc45508,ZTFabc45150,0,270.6326,271.7313,279.1548,286.493,301.0315,304.9612,306.0709,307.3692,307.6477,307.8189,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,SN Ia,SN II,SN II,SN II,None,SN II,SN IIn,SN Ic,SN II,SN Ic,SN Ic,0.035896,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.044,-99.0,-99.0
ZTF18accjwbc,ZTF18accjwbc,ZTF18abpucqe,ZTF18abrwqti,ZTF20aaqrdsy,ZTFabc48860,ZTFabc92796,ZTFabc60805,ZTFabc50202,ZTFabc75381,ZTFabc39660,ZTFabc54749,0,291.9718,300.7153,350.6954,371.291,371.3957,372.4746,372.5931,375.9304,377.2324,377.2504,No_TNS,No_TNS,No_TNS,No_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,None,None,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaryfvu,ZTF21aaryfvu,ZTF21aaijnza,ZTFabc09947,ZTF21aacfvpg,ZTF21aaxtgei,ZTFabc99582,ZTF20acgnenc,ZTFabc45160,ZTFabc00739,ZTFabc21790,ZTF21aalgiht,0,380.4615,384.6989,388.8424,400.0222,408.18,409.107,414.6981,416.1544,435.9089,436.052,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Yes_TNS,None,None,SN II,None,None,SN II,SN II,SN II,SN II,SN II,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.093,-99.0,-99.0,-99.0,-99.0
ZTF20actvmne,ZTF20actvmne,ZTF18acvgkio,ZTF19aabyorx,ZTF21abwmjdd,ZTF21aaznwhv,ZTF21aafldgt,ZTF21abdpios,ZTF21aaqyraq,ZTF21aanyvnn,ZTF20acrktth,ZTF20acpzjsk,0,279.6622,298.0802,331.7761,332.345,337.7092,357.8232,389.1965,389.9334,397.5682,402.1731,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,Yes_TNS,Yes_TNS,Yes_TNS,No_TNS,No_TNS,None,None,None,None,None,None,SN Ia,None,None,None,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.06381,-99.0,-99.0,-99.0,-99.0
ZTF20acquetr,ZTF20acquetr,ZTFabc27280,ZTFabc33880,ZTFabc55248,ZTF21aapejbx,ZTFabc80902,ZTF20acoheud,ZTF20abjwdnj,ZTFabc98697,ZTF20acqvwzb,ZTFabc83223,0,252.2175,292.2143,299.4461,308.6873,309.1456,313.2977,326.1812,330.7047,332.2747,336.403,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN II,None,None,SN II,SN II,SN II,0.030791,-99.0,-99.0,-99.0,0.07,-99.0,-99.0,-99.0,-99.0,0.045038,-99.0
ZTF20aczsjzc,ZTF20aczsjzc,ZTFabc27069,ZTF21acefkpy,ZTF20acoheud,ZTFabc16057,ZTFabc97012,ZTFabc61016,ZTFabc20078,ZTFabc82068,ZTFabc94957,ZTFabc14852,0,244.1708,244.9239,255.9858,272.49,273.3439,274.9966,276.0199,278.2792,278.4808,280.1417,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN Ia,None,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ia,0.07711,-99.0,0.055327,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagrlhi,ZTF21aagrlhi,ZTFabc62192,ZTFabc93985,ZTFabc67386,ZTFabc02147,ZTFabc15848,ZTFabc09560,ZTFabc76106,ZTFabc54841,ZTFabc52540,ZTFabc84578,0,215.4083,219.2315,229.0918,230.691,232.1231,232.4294,237.7399,241.8837,243.4435,246.6817,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN II,SN IIP,SN II,SN IIP,SN II,SN IIP,SN IIP,SN IIP,SN IIP,SN II,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abvtybi,ZTF20abvtybi,ZTFabc63193,ZTF18abtnwpa,ZTF21aafkugm,ZTFabc96782,ZTF21abzadod,ZTFabc61258,ZTFabc92264,ZTFabc38274,ZTFabc59759,ZTF20achzvss,0,396.4983,416.1896,430.7413,462.7657,463.3495,471.4003,486.4067,488.8169,492.7093,499.382,Yes_TNS,Fake,No_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,SN II,SN II,None,None,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,SN Ia,None,0.04,-99.0,-99.0,-99.0,-99.0,0.068,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acurome,ZTF20acurome,ZTF21aaqgluf,ZTFabc13486,ZTF21aagsynt,ZTFabc57728,ZTFabc39475,ZTFabc99480,ZTFabc19150,ZTF21aarozav,ZTFabc07336,ZTFabc62036,0,284.1324,309.0786,329.0874,329.7978,344.1277,344.5035,347.6012,348.8919,355.5146,366.485,Yes_TNS,Yes_TNS,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Yes_TNS,Fake,Fake,None,None,SN IIn,None,SN II,SN II,SN II,SN IIn,None,SN Ia,SN IIn,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20acyroke,ZTF20acyroke,ZTFabc40160,ZTFabc05237,ZTFabc58739,ZTFabc44161,ZTFabc72262,ZTFabc20613,ZTFabc29675,ZTFabc01929,ZTFabc25059,ZTFabc36712,0,251.6633,252.2691,255.7703,258.8123,265.1057,270.6359,273.2934,277.1185,280.7296,283.3799,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,TDE,0.126,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20achuvhd,ZTF20achuvhd,ZTFabc30171,ZTFabc27032,ZTFabc60925,ZTFabc06789,ZTFabc68350,ZTFabc49155,ZTFabc44529,ZTFabc94641,ZTFabc39676,ZTFabc63609,0,168.6631,174.1784,187.8327,190.5221,190.8228,190.8398,190.9843,191.0267,192.8075,193.6084,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia-91T-like,SN Ia,SN Ia,SN Ia,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,0.076,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF20abzbyum,ZTF20abzbyum,ZTF20acoxefz,ZTFabc60676,ZTFabc07741,ZTFabc36298,ZTFabc68622,ZTFabc92385,ZTFabc83917,ZTFabc36679,ZTFabc79860,ZTFabc73039,0,262.4477,280.5096,280.8869,280.9636,280.9867,281.0489,281.8042,282.4194,282.5518,283.0515,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,None,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaldxgp,ZTF21aaldxgp,ZTF21aardvtr,ZTF21aaxyglu,ZTFabc47556,ZTFabc50133,ZTF21aarlbhq,ZTFabc74276,ZTF21abcwoep,ZTF20ackpivo,ZTFabc25395,ZTF21abdauiq,0,307.4304,322.6587,329.8227,347.9751,356.8593,361.9438,362.1671,363.7843,366.4811,372.6914,Yes_TNS,No_TNS,Yes_TNS,Fake,Fake,Yes_TNS,Fake,Yes_TNS,Yes_TNS,Fake,Yes_TNS,None,None,None,SN Ia,SN Ia,None,SN Ia,None,SN Ia,SN Ia,None,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.13,-99.0,-99.0
ZTF21abmdfub,ZTF21abmdfub,ZTF20acjhhqx,ZTF21aceyrff,ZTFabc02416,ZTFabc52828,ZTFabc49063,ZTFabc06266,ZTFabc18671,ZTFabc32182,ZTFabc79781,ZTFabc60433,0,259.4992,291.9677,300.4156,303.758,307.6989,322.3205,322.618,322.9705,325.1746,331.3097,Yes_TNS,Yes_TNS,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,None,SN Ia,None,SN II,SN II,SN II,SN IIb,SN II,SN IIb,SN IIb,SN IIb,-99.0,0.04,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aaydbtk,ZTF21aaydbtk,ZTFabc47137,ZTFabc61588,ZTFabc39415,ZTF21aatlfaj,ZTFabc66765,ZTFabc52422,ZTFabc24971,ZTFabc17858,ZTFabc12250,ZTFabc97422,0,183.6723,228.7896,230.821,232.2392,240.9813,241.06,241.4547,241.5835,241.624,242.2923,Yes_TNS,Fake,Fake,Fake,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ia,SN II,SN Ia,None,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,SN Ic,0.057679,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
ZTF21aagtqgq,ZTF21aagtqgq,ZTFabc60010,ZTFabc14686,ZTFabc54907,ZTFabc20841,ZTFabc85889,ZTFabc04568,ZTFabc84530,ZTFabc02632,ZTFabc22888,ZTFabc16329,0,155.9197,156.1425,156.2738,156.6016,156.7375,156.9138,157.8141,161.2964,163.4228,163.7876,Yes_TNS,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,Fake,SN Ia,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,SN Ib,0.110153,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0
